username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags,tweets_cleaned,polarity,subjectivity,positive,negative,neutral,sentiment
ehomonster,"A now retired Environmental Health Officer with a wife, 2 kids and NO MORTGAGE!",Devon,259,50,3216,2009-04-24 23:09:35,2020-12-10 09:47:52,0,Elon Musk's Starship prototype makes a big impact #fail https://t.co/wtYT0HnEyo,"[{'text': 'fail', 'indices': [50, 55]}]",elon musk starship prototype make big impact fail https://t.co/wtyt0hneyo,-0.25,0.19999999999999996,0.0,0.304,0.696,neutral
tmeshanko,Data Tools - Marketing - @CBEC_CAT and @CaterpillarInc - Skiing - Guitar - @Arsenal Fan,"Pittsburgh, PA",1501,1110,5687,2009-07-23 15:13:37,2020-12-10 09:46:09,11,It's a master class in effective leadership.  https://t.co/vU76dRzXDi,[],master class effective leadership https://t.co/vu76drzxdi,0.6,0.8,0.437,0.0,0.563,neutral
forbesgeorgian,Georgia's most influential business magazine.,"Tbilisi, Georgia",427,6322,7223,2013-07-15 20:35:18,2020-12-10 09:43:13,0,"Musk is now second only to Amazon CEO Jeff Bezos, the wealthiest person on the planet, who’s worth $185.5 billion. https://t.co/pTq9Hrlzve",[],musk second amazon ceo jeff bezos wealthy person planet worth $ 185.5 billion https://t.co/ptq9hrlzve,0.26666666666666666,0.3666666666666667,0.357,0.0,0.643,neutral
DoraBro96090357,,"Manhattan, NY",31,22,12008,2020-07-23 02:25:34,2020-12-10 09:35:30,0,Elon Musk's Starship prototype makes a big impact https://t.co/p3mzbBoXg0,[],elon musk starship prototype make big impact https://t.co/p3mzbboxg0,0.0,0.1,0.0,0.0,1.0,neutral
Bodederek,"Peace Advocate, Volunteer and Music Lover","London, England",134,158,1800,2011-12-26 02:59:14,2020-12-10 09:33:59,0,"SpaceX prototype launches...then crashes in flames https://t.co/UEtejdTSFn via @Yahoo 

Well anticipated Elon Musk. You did say there was a one in three chance of success. Kudos man...
😎",[],spacex prototype launch crash flame https://t.co/uetejdtsfn @yahoo anticipated elon musk chance success kudos man 😎,0.3,0.0,0.433,0.097,0.469,neutral
KrunoPeter,"Computing, software, networking, economics, reading, music, arts, Gospel, Bible, travel, nature, cycling, walking, simple things, miscellaneous ...",Republic of Croatia,150,166,10401,2009-07-16 22:18:25,2020-12-10 09:32:59,0,"BBC - Elon Musk's Starship prototype makes a big impact https://t.co/FIVL2qdAYa #rocket 🚀""(...) a brief flight to 12.5km""","[{'text': 'rocket', 'indices': [80, 87]}]",bbc elon musk starship prototype make big impact https://t.co/fivl2qdaya rocket 🚀 brief flight 12.5 km,0.0,0.21666666666666667,0.0,0.0,1.0,neutral
SOSReport,"Came here to provide surf updates, something awful must have happened...",,135,147,16549,2012-02-24 14:35:04,2020-12-10 09:31:45,84,"Shocking not shocking: tax breaks designed to 'help the poor' end up subsidising the capital gains of the two richest men in the world. 

When will we insist on using tax to fight inequality - and stop pretending that tax breaks can be part of that?   
https://t.co/Tsfv5pcurt",[],shock shocking tax break design help poor end subsidise capital gain rich man world insist tax fight inequality stop pretend tax break https://t.co/tsfv5pcurt,-0.3416666666666666,0.7833333333333333,0.253,0.381,0.366,negative
techmanmartin,I am a crossdresser and have been for many years I work in IT. I am madly in love with and married to @Natteringblonde.,Nottingham,946,812,35223,2010-08-03 09:11:48,2020-12-10 09:27:18,0,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/aAJKWuiTXP",[],bbc news elon musk starship prototype make big impact https://t.co/aajkwuitxp,0.0,0.1,0.0,0.0,1.0,neutral
chris_underwood,Work for 🇬🇧; @FCDOGovUK Asia Lead @StabilisationUK; tweet for myself. Formerly NGOs in 🇱🇷🇿🇦🇰🇪🇺🇬🇧🇮🇨🇩🇵🇭🇷🇼🇹🇿🇱🇰🇳🇵now🇵🇰 🇦🇫 🇮🇳 🇧🇩 🇲🇲,"London, UK",1516,3387,37438,2009-02-06 23:38:59,2020-12-10 09:26:27,0,"After watching this Rapid Unscheduled Dissassembly (crash) I made a Multi Compound Caffeinated beverage (coffee). 

BBC News - Elon Musk's Starship prototype makes a big impact

https://t.co/mfmyYADiAG",[],watch rapid unscheduled dissassembly crash multi compound caffeinated beverage coffee bbc news elon musk starship prototype make big impact https://t.co/mfmyyadiag,0.0,0.1,0.0,0.124,0.876,neutral
daveyesfan,From the village of Lone Acres on the river sKum (twinned with No 6's village) I am the Ace Loner hanging out in the local pub The Black Heart.,The hut of Baba Yaga,1804,1097,122925,2009-05-03 05:39:11,2020-12-10 09:26:24,0,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/uoN1B304rI",[],bbc news elon musk starship prototype make big impact https://t.co/uon1b304ri,0.0,0.1,0.0,0.0,1.0,neutral
artwithk,"perioptimist_anaesthetist_oil painter

Art of perioperative medicine and wellbeing

Art of leadership",United Kingdom,569,80,498,2013-12-21 15:06:13,2020-12-10 09:23:15,0,"Crash = rapid unscheduled disassembly 🤣😍🤣😍
BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/NzOfzLuX9i",[],crash = rapid unschedule disassembly 🤣 😍 🤣 😍 bbc news elon musk starship prototype make big impact https://t.co/nzofzlux9i,0.0,0.1,0.288,0.063,0.65,neutral
Oocnan,"""Centrist"" perhaps, remoaner definitely. My views are mainly my own original ones; some I've adopted from clever people, to make myself look intelligent.","Suffolk/Norfolk border, UK",23,186,11553,2009-01-24 09:51:48,2020-12-10 09:22:44,0,"@Rainmaker1973 I really really like Elon Musk. I daren't read his Wikipedia page or in-depth news articles about him, in case I discover something unsavoury about him which might ruin my admiration for his antics. I'll just stick to enjoying the headlines, photos and videos.",[],@rainmaker1973 like elon musk dare read wikipedia page depth news article case discover unsavoury ruin admiration antic stick enjoy headline photo video,0.4,0.5,0.297,0.123,0.581,neutral
wedag1,"Interests, tech, movies, music.
All comments my own.",,34,10,435,2014-03-21 19:24:36,2020-12-10 09:15:40,0,"Only private money can do this.

BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/NvZH7IE3PD",[],private money bbc news elon musk starship prototype make big impact https://t.co/nvzh7ie3pd,0.0,0.2375,0.0,0.0,1.0,neutral
RivmarkM,"Rivmark is the Best  Marketplace where Retailers, suppliers and wholesalers  can sell their products  online in Nigeria.",Nigeria,300,481,23792,2014-09-02 12:43:48,2020-12-10 09:14:36,0,"Elon Musk's Starship takes to the skies The US tech billionaire launches the latest prototype of his ""Mars spaceship"".

from BBC News - Technology https://t.co/JuGY1NMjqd
https://t.co/iO7B5mrMOn",[],elon musk starship take sky tech billionaire launch late prototype mars spaceship bbc news technology https://t.co/jugy1nmjqd https://t.co/io7b5mrmon,-0.3,0.6,0.0,0.0,1.0,neutral
Kathie1718,"Teacher, wife, mother of 2, grandmother of 3...A true conservative and patriot #TCOT #MAGA🇺🇸🇺🇸🇺🇸🇺🇸",,6346,7365,116619,2011-12-04 18:50:07,2020-12-10 09:08:27,1,"BREAKING: Elon Musk: Bye, California, I’ve Moved To Texas https://t.co/Y9wy9uHh2K",[],breaking elon musk bye california move texas https://t.co/y9wy9uhh2 k,0.0,0.0,0.0,0.0,1.0,neutral
sudhirsaxena18,"Senior IT operations and marketing professional ; father of 2  daughters - doctor and economist. 
Sports enthusiast specifically cricket & hockey.",Noida,2720,1748,54217,2011-01-22 15:00:24,2020-12-10 09:07:32,0,Elon Musk's Starship prototype makes a big impact https://t.co/uu4KJfqh7i,[],elon musk starship prototype make big impact https://t.co/uu4kjfqh7i,0.0,0.1,0.0,0.0,1.0,neutral
catallaxer,The downside of freedom of choice: Once you’ve got it you can’t live with yourself comfortably if you refuse to exercise it. I'm pro nouns–even more pro verbs.,London is home. Hong Kong too.,487,509,27748,2009-03-09 17:23:30,2020-12-10 09:03:15,0,"#Texas–it's bigger than France.

#Houston is the first place I'd consider if I ever moved stateside.

https://t.co/6VuVpLfq4D","[{'text': 'Texas', 'indices': [0, 6]}, {'text': 'Houston', 'indices': [33, 41]}]",texas big france houston place consider move stateside https://t.co/6vuvplfq4d,0.0,0.1,0.0,0.0,1.0,neutral
SueSweeneyComic,"FACT patron, award winning comedienne, broadcaster, actress, event host and vocalist. CONTACT: sue.sweeney@live.com","North East, England",2345,4056,12687,2011-10-02 10:46:35,2020-12-10 09:02:54,1,"SpaceX Starship launch ends in explosive landing - but is hailed a success by Elon Musk

https://t.co/HCZKtMkQjc",[],spacex starship launch end explosive landing hail success elon musk https://t.co/hczktmkqjc,0.3,0.0,0.357,0.0,0.643,neutral
NRsiyer,,,11,3,86,2013-02-06 06:10:13,2020-12-10 09:02:40,0,"Atlast some one to stand up and say this
Kudos to Musk for explaining reality.
Customer service is not lip service and laptops ans reports. 
It is 50 percent live wire at the action   place.
Elon Musk decries ‘M.B.A.-ization’ of America https://t.co/Dmw0TmJ3GT",[],atlast stand kudo musk explain reality customer service lip service laptop ans report 50 percent live wire action place elon musk decry m.b.a.-ization america https://t.co/dmw0tmj3gt,0.11818181818181818,0.3,0.0,0.0,1.0,neutral
LatvanyMate,,,222,24,2650,2016-12-02 23:16:11,2020-12-10 09:00:19,0,"@AceofDragons1 I have problem with the ideas part. It is true that he sees perfect opportunites, but at the same time invests in bizarre  ideas, and half of his energy goes into avoiding the consequent fallout. https://t.co/xiwbihkCvn Or https://t.co/EAdFfz4QGY",[],@aceofdragons1 problem idea true see perfect opportunite time invest bizarre idea half energy go avoid consequent fallout https://t.co/xiwbihkcvn https://t.co/eadffz4qgy,0.3958333333333333,0.6041666666666666,0.299,0.25,0.451,neutral
ViralPromoX,Online Marketing Expert,New York,362,15587,59072,2012-03-25 11:34:23,2020-12-10 08:58:42,0,Elon Musk rocket crashes after return to Earth https://t.co/jhWu9z557N,[],elon musk rocket crash return earth https://t.co/jhwu9z557n,0.0,0.0,0.0,0.31,0.69,neutral
Shebeast101,"Geek, HSP, musician, NFL & Star Wars nerd. Learn from #history or watch it repeat. Hillary was robbed. #LGBTQ #ScienceRules #Democrat",SF Bay Area,740,415,13432,2011-02-06 00:30:13,2020-12-10 08:58:19,0,"Glad this douchebag is gone.

https://t.co/osISOGBsDM",[],glad douchebag go https://t.co/osisogbsdm,0.5,1.0,0.333,0.444,0.222,negative
Dylakk,"The closer you get to the meaning the sooner you'll know that you're dreaming.  Please be 18+, thanks.","Parts Unknown, United States",93,74,20817,2013-05-03 01:52:06,2020-12-10 08:55:37,0,"'Mars, here we come!!': #SpaceX's #Starship prototype performs never-before-seen 'belly flop' during Texas test launch https://t.co/0E18pj7r3T via @usatoday","[{'text': 'SpaceX', 'indices': [24, 31]}, {'text': 'Starship', 'indices': [34, 43]}]",mars come spacex starship prototype perform see belly flop texas test launch https://t.co/0e18pj7r3 t @usatoday,0.0,0.0,0.0,0.146,0.854,neutral
auliarahmanl,Having a true friend is more valuable than a thousand friends selfish.,Kota Tanjung Pinang,58,8505,268882,2012-09-08 11:38:55,2020-12-10 08:55:15,0,Elon Musk's rocket crashes after return to Earth  https://t.co/TLapT4BXKE,[],elon musk rocket crash return earth https://t.co/tlapt4bxke,0.0,0.0,0.0,0.31,0.69,neutral
IntellectualeUK,,,14,7,3513,2018-03-08 07:18:19,2020-12-10 08:54:08,0,Elon Musk's Starship takes to the skies https://t.co/MZshf7niRH via @BBCtech,[],elon musk starship take sky https://t.co/mzshf7nirh @bbctech,0.0,0.0,0.0,0.0,1.0,neutral
Artificialbra1n,"A basic AI driven bot, which retweet tweets that have 'Artificial Intelligence' in their content. 

-created by @harshamullapud1 using Py",,6,699,125277,2020-10-05 03:21:45,2020-12-10 08:53:23,2,"How many people were fast asleep when this was said this 6 years ago? And which #demon is that? 
🤔 #AI #Demonology 
Elon Musk: 'We are summoning the demon' with artificial intelligence - CNET https://t.co/ZAHE8KZdra","[{'text': 'demon', 'indices': [96, 102]}, {'text': 'AI', 'indices': [115, 118]}, {'text': 'Demonology', 'indices': [119, 130]}]",people fast asleep say 6 year ago demon 🤔 ai demonology elon musk summon demon artificial intelligence cnet https://t.co/zahe8kzdra,-0.19999999999999998,0.8,0.14,0.0,0.86,neutral
makisstasinos,Έπεα πτερόεντα. Winged words. Repeated history and repeating history.,"Athens, Greece.",743,435,106938,2012-07-29 17:05:09,2020-12-10 08:51:21,0,Elon Musk's Starship prototype makes a big impact https://t.co/kPhhV1BB6a,[],elon musk starship prototype make big impact https://t.co/kphhv1bb6a,0.0,0.1,0.0,0.0,1.0,neutral
Proactivpattaya,"⭐⭐⭐⭐⭐ We are a small, dedicated and hard working team of digital marketers. We are organised, friendly and passionate about what we do. #WebDesign #SEO  🇹🇭","Pattaya, Thailand",6966,7020,20525,2014-03-05 12:33:23,2020-12-10 08:50:02,0,"SpaceX Starship Prototype Explodes on Landing After Test Launch, Elon Musk Hailed Ascent as Success https://t.co/Yd9dxXc8XG https://t.co/3NMYV3IeWJ",[],spacex starship prototype explodes landing test launch elon musk hailed ascent success https://t.co/yd9dxxc8xg https://t.co/3nmyv3iewj,0.3,0.0,0.318,0.0,0.682,neutral
TheRealNumber6,I believe Al.,"Colorado, Texas, Georgia, NY/NJ",1063,489,79498,2010-12-04 00:48:35,2020-12-10 08:49:50,38,"During good times this story would be enraging and a slap in the face during a pandemic.

But seeing this story after a lack of relief for months, this is a real punch to the gut.

Rant incoming (1/?)
https://t.co/mMJWCGhxHb via @business",[],good time story enrage slap face pandemic see story lack relief month real punch gut rant incoming 1/ https://t.co/mmjwcghxhb @business,0.44999999999999996,0.45000000000000007,0.254,0.278,0.468,neutral
RF_Jenkins,Former RmonRE Sapper & Telecommunications Consultant. Keto/LCHF. No DM’s (Following & re-tweeting does not imply endorsement),🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,4064,2986,347215,2012-08-29 14:48:51,2020-12-10 08:48:04,0,Elon Musk Explains Why Starship Launch Ended in Huge Explosion - Futurism https://t.co/Nuwd3wZXvZ,[],elon musk explain starship launch end huge explosion futurism https://t.co/nuwd3wzxvz,0.4000000000000001,0.9,0.204,0.0,0.796,neutral
PebbleGreen2,"NoPorn;akaBettyB @Greenfeather2 @AngelDidi8 TalkPicsFr/eng originallyMontreal.Carpe diem,PassionnateIdeas ActiveAcc2013Knowledge:power-Einstein RevvIndy500🍁🌠","Vancouver, B.C. Canada",5688,5258,447334,2011-04-08 05:20:32,2020-12-10 08:47:53,1,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/uDk62XD0ll",[],bbc news elon musk starship prototype make big impact https://t.co/udk62xd0ll,0.0,0.1,0.0,0.0,1.0,neutral
hyper_drive,"Electric vehicles, self-driving cars, space and the future of transportation. From @business",New York,281,13920,1283,2011-06-28 17:04:16,2020-12-10 08:47:10,0,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/bdNkXbOoEP,[],elon musk jeff bezos world rich people pour cash private space race decade qualify federal tax break mean help poor https://t.co/bdnkxbooep,-0.084375,0.603125,0.23,0.113,0.657,neutral
yameraren,お酒を飲んでアイスと天一を食べるダイエットを推奨しています,,47,41,3515,2016-01-02 16:24:48,2020-12-10 08:44:06,0,Elon Musk's Starship prototype makes a big impact https://t.co/vMbH7IypEc,[],elon musk starship prototype make big impact https://t.co/vmbh7iypec,0.0,0.1,0.0,0.0,1.0,neutral
ElontimePodcast,"Ausgehend von aktuellen News bei Tesla, SpaceX & Co. berichten wir Interessantes aus Raumfahrt, Naturwissenschaft & Technik. (By @silasborowy, @Albrecht_Kohler)",Deutschland,41,107,1133,2020-02-06 03:47:34,2020-12-10 08:43:38,0,"@cmueller80 “Failure is an option here. If things are not failing, you are not innovating enough.” — E. R. Musk

https://t.co/4bTr9eU9vc",[],@cmueller80 failure option thing fail innovate e. r. musk https://t.co/4btr9eu9vc,-0.4083333333333333,0.29999999999999993,0.188,0.4,0.412,neutral
ValeriaGurr,Nevada State Director @nvedchoice. Tweets are my own.,Las Vegas,2018,1095,4688,2011-09-21 21:22:15,2020-12-10 08:40:40,21,California has just lost its wealthiest taxpayer. Billionaire entrepreneur Elon Musk said Tuesday that he has moved his personal residence to Texas. https://t.co/7qyuSUgi3q #8NN,[],california lose wealthy taxpayer billionaire entrepreneur elon musk say tuesday move personal residence texas https://t.co/7qyusugi3q 8nn,0.25,0.65,0.13,0.141,0.729,neutral
