username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags
BernieBerkeley,"I follow POC, LBGTQ & other marginalized folk.
#NotMeUs #BernieSanders #Bernie2020
Biden/Bloomberg narcs shut down previous accounts BerkeleyBernie & blenhoff1","SF Bay Area, CA, USA",1115,286,5483,2020-03-16 02:37:58,2020-12-10 06:37:24,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
authorpriscilla,cell saga was the best saga.  https://t.co/PRCTTae9yV,Gigan is Beautiful ,299,139,384,2017-03-03 20:50:21,2020-12-10 06:37:02,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
AlyceNene,Environment | Health | Wildlife | People | Places | STS | Fintech | Culture | Food as medicine | Climate emergency | 💫 |,Jupiter,3256,2715,54747,2012-06-16 12:43:51,2020-12-10 06:36:42,70,"Elon Musk announces he is leaving Silicon Valley for Texas, and predicts the tech hotspot could lose its influence https://t.co/8Za5ONErcX",[]
dipeshnx,,San Francisco,197,202,47404,2009-04-15 17:09:11,2020-12-10 06:36:30,0,Elon Musk's Starship takes to the skies https://t.co/TNWQsiMP5u,[]
Cole_Barsen,Michigan | 16 | Junior | #Trump2020 🇺🇸🇺🇸🇺🇸 Re/tard,"Alpena, MI",399,41,6208,2018-06-17 00:40:16,2020-12-10 06:36:09,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
f_smorgoni,Poco condivisibile. RT ≠ endorsement.,Italy,579,1317,31417,2009-08-07 10:54:26,2020-12-10 06:36:00,0,Elon Musk's Starship prototype makes a big impact https://t.co/LaqEkejGte,[]
Steven_McKie,"Let me tell you a story about how crypto changed the world. 📶 @Amentum, 🎙/📝 @BlockChannel, 🌐/⛏ @HNSOSS, 🎶 @AudiusProject, 🔃 @ConnextNetwork","Mission-San Francisco, CA ",3305,14580,84522,2011-11-26 00:01:14,2020-12-10 06:35:54,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
syd_viciously,"Syd Vicious of the House Kek, First of Her Name, the Unremoved, Queen of AnCapistan and the Free Men, Breaker of Internets and Mother of Helicopters.",,778,4284,125800,2010-07-23 19:06:21,2020-12-10 06:34:59,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
AZPerspectives,"News from Local, National, and Global Perspectives. ""Living in a Day Where Knowledge is Abundant, But Wisdom is Scarce.""
Find Me on Parler: @AZPerspectives","Phoenix, AZ",2300,1559,57966,2011-02-13 04:37:53,2020-12-10 06:34:13,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ram_saucy,Shine on you crazy diamond,,592,227,8765,2015-07-01 17:05:54,2020-12-10 06:33:50,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
America_First25,"Jobs not mobs! Deplorable infidel living, working, and hiding in communist downtown Los Angeles! MAGA!",,1730,552,108817,2016-05-08 06:26:35,2020-12-10 06:33:33,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
james99988876,Help SF.  #haneyaward2020,,587,167,3353,2010-11-03 03:53:45,2020-12-10 06:33:22,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
geotexasjew,West Texas Geologist University of Texas Longhorn Am Yisrael Chai! #AveraMengistu,West Texas,816,747,30997,2020-01-16 22:51:44,2020-12-10 06:32:23,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
itsadamnshana,,Dallas,1435,404,919,2009-03-16 20:25:33,2020-12-10 06:31:56,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
NWcarol28,LoveGodLovePeople,,1819,1784,103452,2012-06-15 16:04:36,2020-12-10 06:31:38,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
KaziaThornhill,"I don't want to live forever, I just want to die a King! My poltics are leave me the fuck alone.",,580,261,27113,2020-10-07 02:14:01,2020-12-10 06:31:15,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Dragonsquad34,"Chris 17. (important thing) (future employer give me a chance)

I don't know what I'm doing with muh life",Antarctica,1419,262,40092,2017-07-29 22:20:19,2020-12-10 06:31:03,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
pen4u,"#1 Love Jesus Christ with all my heart!!! #2 Counting my blessings to live in the Red, White, & Blue!! #3 Proud supporter of President Trump!! ❤️🇺🇸🙏😍","Orange, TX",4791,4249,20517,2009-05-28 02:56:08,2020-12-10 06:30:53,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
JudyAsmara18,"👩‍⚕️ Doctor of Emergency Medicine Specialist. Plastic Surgeon.
👮‍♀️ NOR Army NCO.
🇳🇴🇺🇸God Bless The United States of America. Home of the Brave.😇💪",Syria 🇪🇬,47,8,62,2020-12-08 18:18:15,2020-12-10 06:30:21,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ClaudiiScaevola,🇨🇦,,43,13,4844,2020-10-10 16:53:56,2020-12-10 06:30:21,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Jeanetteisback,"Love country music, my dog, my country & family, I block idiots #BackTheBlue, #ResistResisters #Trump2020, #MAGA, #Walkaway #NoDMs, Same name on Parler",,2260,3265,69968,2019-12-18 03:20:17,2020-12-10 06:30:08,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
seattleFDC,"China don't even allow free speech!
我们要言论,出版,集会,宗教,结社,投票和被投票的权利,经济,政治上真正的平等竞争,互相尊重的權利!

大陆独裁政權懼怕人民與事實,6.4大屠杀真相至今还被掩盖.我們要推翻一党独裁,建立民主憲政新中國!CDHRA:FDC,ADC,CDP,D","Beijing, Capital'v living JAIL",4935,2795,17435,2016-06-02 00:56:38,2020-12-10 06:30:01,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
Joker961,"Constitutionalist, Former Army grunt... FPS gamer, lover of premium cigars, and Glenfiddich whisky
Follow me on Parler @Rlsantovenia","Downstate, NY",4458,4439,64630,2009-07-15 13:16:14,2020-12-10 06:29:37,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
SeacatGardens,The best vegetables in Arizona! (so says Tim),"Litchfield Park, AZ",289,1012,59416,2009-06-11 20:16:54,2020-12-10 06:29:08,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Pellchinnn,"A weird young single Christian country boy on a never-ending quest for love, life, truth, and God. #TeamTrump #MAGA 😁❤️🦖🦕✝️👨‍👩‍👧‍👦🇺🇸🇮🇱🇸🇪🇦🇺",Sweden,5001,467,19210,2009-08-14 08:22:41,2020-12-10 06:28:46,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
JonnyNeuman,What a adventure this has been.,Panamá City Panamá,1037,150,18138,2010-06-18 00:15:26,2020-12-10 06:28:21,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Bernie2020Me4,"♥️Dogs♥️USWNT ⚽️TH17, CP23🏆🏆🏆🏆,MAN UTD♥️👹⚽️TH 77 CP24, PROGRESSIVE ❤️AOC/Squad #BLM✊🏾MASK UP😷BYE BYE DON ... DOOR, ASS U KNOW REST🖐🏼","Lackland Air Force Base, TX",4997,3155,17858,2019-12-05 04:15:31,2020-12-10 06:27:56,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
AnalyticIntel,"Research, reports, visualizations, presentations, & commentary related to #mortgages📝, #housing🏘, #economics💸, #markets📈, #demographics👶 @ryanjschoen😎",,1835,238,3901,2019-01-29 20:26:09,2020-12-10 06:26:54,0,Elon Musk Trashes The MBA — And Faces An Immediate Backlash https://t.co/amEoDdYp9o via @YahooFinance,[]
Kelly_Clowers,"Mostly retweets. Tech, science, politics, fandom and cats. He/him or they/them. #Resist 

Sometimes on @kelly_clowers@mastodon.technology
also @WheelOfFandoms","Corvallis, OR, US",2350,494,47146,2008-09-15 03:06:32,2020-12-10 06:26:37,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
PF83,"Christ follower, Wife, Mom, Teacher, Constitutional Conservative",Texas,450,275,26252,2008-12-24 20:27:30,2020-12-10 06:26:32,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
yahboi_q,将軍 🥋,,524,185,6429,2014-08-15 02:40:09,2020-12-10 06:25:46,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
shab302611,"Global health, Public health, Human rights, Gender equity, Child development, Women’s health, Poverty eradication, Travel, Peace, Science. Serene and Tranquil.","Mountlake Terrace, WA",2841,1174,118525,2011-09-18 04:53:03,2020-12-10 06:25:16,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Blu886,,,38,5,3441,2020-06-19 13:52:21,2020-12-10 06:24:45,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ElissaRodkey,"Historian of Psychology
& Californian in exile. 🌞

Come for the history, politics, & religion tweets, stay for the pretty pictures. 🎨","Moncton, New Brunswick",4672,1150,18174,2011-02-15 03:21:33,2020-12-10 06:24:04,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
RisseRyden,,,404,111,29364,2011-11-08 16:46:29,2020-12-10 06:23:53,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
DonPearson1952,"#MAGA #DrainTheSwamp #BoycottNFL2020 #Trump2020 #BuildOurWall #FISAGate Fan of LSU Tigers, Rush Limbaugh, Pres. Donald J Trump, and the US Constitution.",Louisiana Bayou Country,6886,6292,14759,2013-02-23 18:00:12,2020-12-10 06:22:52,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
dtlawanderer,"Downtown wandering... LA native... #WeMakeEvents 📺🎶... World Traveler (last account got deleted because of my opinions; not a bot, but been to Russia 6 x's)",,237,28,337,2020-10-11 00:14:34,2020-12-10 06:22:11,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
DeckerMage,"Medically retired field engineer x12, computer scientist, statistician and econometrician. #realautistic","Fresno, CA",940,210,4200,2020-04-17 04:08:15,2020-12-10 06:21:59,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
1000PolarBear,"Capt. Mercer was out sick this week, so I am the substitute Captain. Space is fun.","Minas Tirith, Gondor",163,18,10946,2015-09-17 23:14:46,2020-12-10 06:21:17,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
GeneYou12745799,American,United States,31,5,56,2019-01-04 22:12:47,2020-12-10 06:19:17,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
marcieeruth,"🗳Make your voice heard with your vote ♔Be classy, spontaneous, and inspiring ❾¾ I either win or I learn♥",,369,118,2040,2012-03-08 04:25:46,2020-12-10 06:19:15,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Hodl42,"#XRP #BTC #HBAR #VET #ETH #CEL #XLM #CSC #LINK #BNB #BTR #POWR #ADA #TRX #XTZ #CRO many other crypto currency,Blockchain,science,current events and the unknown.","Las Vegas, NV",4999,1107,28889,2019-02-28 18:02:54,2020-12-10 06:18:34,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
memobug,"Those who expect to reap the blessings of freedom must, like men, undergo the fatigue of supporting it. - Thomas Paine #MAGA #KAG #TRUMP2020 #PATRIOT",,13152,12590,25654,2007-07-21 01:33:46,2020-12-10 06:18:18,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Ana9067,池田塾５期生。小林秀雄を修学中。AI(人工知能）へのささやかなる抵抗として、トータルアート・ディレクションの追求中。リツイートが多いのは、自分の意識の流れを記録しているためです。,,294,84,25170,2016-06-10 22:50:28,2020-12-10 06:16:52,70,"Elon Musk announces he is leaving Silicon Valley for Texas, and predicts the tech hotspot could lose its influence https://t.co/8Za5ONErcX",[]
Arcane55014512,In case @keptsacredalt gets fucked in the ass again | Fuck Off,Parody Boys,23,59,656,2020-05-05 03:59:58,2020-12-10 06:16:45,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
dannny_ella,"My dream is to one day create my own festival but until then, I'll attend them. PR Girl. L.A. $danielazea",,354,613,67099,2012-06-22 03:54:12,2020-12-10 06:16:19,82,"Elon Musk announced on Tuesday that he was moving to Texas, in a snub to California and its strong regulatory environment. The news added fuel to the longstanding rivalry between the nation’s two most populous states.
https://t.co/0ukeXeU1EG",[]
RichGardner67,#MAGA #TRUMP2020 #AllLivesMatter #BackTheBlue,"Fairbury, NE",4826,4234,37021,2013-09-15 05:29:14,2020-12-10 06:16:02,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
JamiepMans,"Header made by: @smallpepy/@lilpepy1. Leader of @exoticsnipxng, ex-manager of korba sniping, editor for @Aurora_Essence_. p",the attic,128,109,1275,2018-12-15 10:44:04,2020-12-10 06:15:50,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ozairrrrr,,"Ontario, Canada",50,319,7901,2012-01-17 22:57:38,2020-12-10 06:15:04,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
X_Wiles_X,"Making games, playing games, living abroad.

Well, I saw that coming . And yet I did nothing to stop it. - Dale Gribble","Chiang Mai, Thailand",71,54,2357,2009-03-11 22:09:44,2020-12-10 06:14:21,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
kevinbebee,"Business Analyst, Artist, Developer, Investor, former top 10 Pac-Man player","Austin, TX",137,54,827,2010-09-11 14:59:48,2020-12-10 06:14:21,26,"""Texas has no personal income tax, while California imposes the highest personal income levies in the nation on its richest residents."" https://t.co/2ULASMA1Nn via @business",[]
